Rank,Name,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Year
12294,Harry Potter and the Deathly Hallows - Part 2,PC,Electronic Arts,EA Bright Light,4.3,,0.1,2011
12295,Opoona,Wii,KOEI,ArtePiazza,6.4,,0.1,2008
12296,Predator: Concrete Jungle,XB,VU Games,Eurocom Entertainment Software,5.5,,0.1,2005
12297,Sumikko Gurashi: Sumikko Park e Youkoso,NS,Nippon Columbia,Nippon Columbia,,,0.1,2017
12298,May's Mystery: Forbidden Memories,DS,Unknown,Mastertronic,,,0.1,2011
12299,NatGeo Challenge! Wild Life,PS3,D3 Publisher,Gusto Games,,,0.1,2010
12300,System Flaw,DS,Storm City Games,Visual Impact,,,0.1,2009
12301,Lucky * Star: Ryouou Gakuen Outousai,PS2,Kadokawa Shoten,Type-Moon,,,0.1,2008
12302,SpongeBob: HeroPants,X360,Activision,Behaviour Interactive,,,0.1,2015
12303,Rapala Pro Bass Fishing 2010,DS,Activision,Activision,,,0.1,2010
12304,Naruto Shippuuden: Gekitou Ninja Taisen! EX,Wii,Takara Tomy,8ing/Raizing,,,0.1,2007
12305,Universal Studios Theme Parks Adventure,GC,Kemco,Kemco,5.1,,0.1,2001
12306,Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS,DS,Nintendo,Nintendo,,,0.1,2009
12307,Fifi and the Flowertots,DS,Avanquest,Avanquest Software,,,0.1,2009
12308,Just Dance 2018,X360,Ubisoft,Ubisoft Paris,,,0.1,2017
12309,Piglet's Big Game,PS2,Gotham Games,Doki Denki,,,0.1,2003
12310,Ben 10 Galactic Racing,X360,D3 Publisher,Monkey Bar Games,,,0.1,2011
12311,Mystery Stories: Curse of the Ancient Spirits,DS,Unknown,Avanquest Software,,,0.1,2011
12312,MySims SkyHeroes,X360,Electronic Arts,The Sims Studio,7,,0.1,2010
12313,Real Bout Garou Densetsu,SAT,SNK,SNK Corporation,,,0.1,1996
12314,Cate West: The Vanishing Files,DS,Destineer,Magellan Interactive,,,0.1,2008
12315,Project FIFA World Cup,PS2,EA Sports,Electronic Arts,,,0.1,2002
12316,The BIGS 2,PSP,2K Sports,Blue Castle Games,6.8,,0.1,2009
12317,Rocky: Legends,XB,Ubisoft,Venom Games,,,0.1,2004
12318,Lord of Apocalypse,PSP,Square Enix,Access Games,,,0.1,2011
12319,Jikkyou Powerful Pro Yakyuu 2013,PSV,Konami Digital Entertainment,Konami,,,0.1,2013
12320,NeverDead,X360,Konami,Rebellion Developments,3,,0.1,2012
12321,Famicom Mini: Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo Zenkouhen,GBA,Nintendo,Nintendo,,,0.1,2004
12322,Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - Sou,DS,Alchemist,Alchemist,,,0.1,2008
12323,Star Trek: Shattered Universe,PS2,TDK Mediactive,Starsphere Interactive,3.9,,0.1,2004
12324,Who Wants to Be A Millionaire?,X360,Ubisoft,Ubisoft,,,0.1,2011
12325,Fantasia: Music Evolved,X360,Disney Interactive Studios,Harmonix Music Systems,,,0.1,2014
12326,Pajama Sam: Don't Fear the Dark,Wii,Majesco,Mistic Studios,,,0.1,2008
12327,The Land Before Time: Great Valley Racing Adventure,PS,TDK Mediactive,Vision Scape,,,0.1,2001
12328,The Walking Dead: Season Two,X360,Telltale Games,Telltale Games,,,0.1,2014
12329,King of Clubs: Mini Golf,Wii,Crave Entertainment,Oxygen Interactive,,,0.1,2008
12330,Ultra Street Fighter IV,PS4,Sony Computer Entertainment,Capcom,7.1,6.2,0.1,2015
12331,Let's Sing 2016,PS4,Ravenscourt,Voxler,,,0.1,2015
12332,Disney Sing It! High School Musical 3: Senior Year,X360,Disney Interactive Studios,Zoe Mode,,,0.1,2009
12333,The Smurfs 2,WiiU,Ubisoft,Way Forward,,,0.1,2013
12334,MTX Mototrax,XB,Activision,Left Field Productions,,,0.1,2004
12335,Blast Chamber,PS,Activision,Attention To Detail,,,0.1,1996
12336,Championship Pony,DS,"Destination Software, Inc",Unknown,5,,0.1,2008
12337,EyeToy: Operation Spy,PS2,Sony Computer Entertainment,SCEE London Studio,6,,0.1,2005
12338,Petz Hamsterz Superstarz,DS,Ubisoft,Ubisoft,,,0.1,2009
12339,Sega Genesis Classics,XOne,Sega,Sega,7.3,7.3,0.1,2018
12340,MotoGP 07,PS2,Capcom,Milestone S.r.l.,,,0.1,2007
12341,Escape Dead Island,PS3,Deep Silver,Fatshark,,,0.1,2014
12342,Bejeweled Twist,DS,PopCap Games,Griptonite Games,7,,0.1,2010
12343,Option Tuning Car Battle,PS,MTO,Unknown,,,0.1,1998
12344,Harvest Moon: Frantic Farming,DS,Natsume,Natsume,7,,0.1,2009
12345,Kuroko no Basuke: Miracles to Victory,3DS,Namco Bandai Games,Bandai Namco Games,,,0.1,2014
12346,Resident Evil 4,PS4,Capcom,Capcom,8.2,8.2,0.1,2016
12347,The Secret Saturdays: Beasts of the 5th Sun,Wii,D3 Publisher,High Voltage Software,,,0.1,2009
12348,Derby Jockey 2,SNES,Asmik Corp,Muse Soft,,,0.1,1995
12349,Resident Evil: Revelations 2,X360,Capcom,Capcom,,,0.1,2015
12350,Star Wars: Lethal Alliance,DS,Ubisoft,Ubisoft Casablanca,4.5,,0.1,2006
12351,Dead or Alive 5 Last Round,XOne,Tecmo Koei,Team Ninja,7.5,,0.1,2015
12352,Tornado Outbreak,Wii,Konami,Loose Cannon Studios,8.1,,0.1,2009
12353,Blue Dragon: Awakened Shadow,DS,D3 Publisher,Mistwalker Corporation / tri-Crescendo / Bird Studio,5.7,,0.1,2010
12354,Famicom Mini: Mappy,GBA,Nintendo,Namco,,,0.1,2004
12355,Happy Feet Two,X360,Warner Bros. Interactive,KMM Games,,,0.1,2011
12356,iCarly 2: iJoin The Click!,Wii,Activision,Blitz Games,,,0.1,2010
12357,Reign of Fire,XB,BAM! Entertainment,Kuju Entertainment,6,,0.1,2002
12358,Pro Evolution Soccer 2017,XOne,Konami Digital Entertainment,PES Productions,8.7,5.8,0.1,2016
12359,Descent Maximum,PS,Interplay,Parallax Software,7.5,,0.1,1997
12360,Cartoon Network: Punch Time Explosion,3DS,Crave Entertainment,Papaya Studios,5.6,5.7,0.1,2011
12361,Dead or Alive 5 Plus,PSV,Tecmo Koei,Team Ninja,8,8,0.1,2013
12362,Pro Evolution Soccer 2013,Wii,Konami Digital Entertainment,Konami,,,0.1,2012
12363,Digimon World DS,DS,Namco Bandai,Namco Bandai Games America,,,0.1,2006
12364,Dora's Cooking Club,DS,2K Play,2K Play,,,0.1,2010
12365,Shining Force EXA,PS2,Sega,Neverland,7,,0.1,2007
12366,Virtual Pro Wrestling,PS,Asmik Ace Entertainment,Aki Corporation,,,0.1,1996
12367,Hakuoki: Demon of the Fleeting Blossom,PSP,Aksys Games,Idea Factory,,,0.1,2012
12368,Shadow Tower,PS,Agetec,From Software,5.7,,0.1,1999
12369,Horse Life Adventures,DS,Valcon Games,NEKO Entertainment Yullaby,,,0.1,2009
12370,Luminous Arc 2 (JP sales),DS,Atlus,imageepoch Inc.,,,0.1,2008
12371,Utawarerumono: Mask of Truth,PSV,Atlus,Aqua Plus,,,0.1,2017
12372,CSI: Hard Evidence,X360,Ubisoft,Telltale Games,,,0.1,2007
12373,Watchmen: The End is Nigh Part 1 & 2,X360,Warner Bros. Interactive,Deadline Games,,,0.1,2009
12374,Kuroko's Basketball: Ties to Future,3DS,Namco Bandai Games,Bandai Namco Games,,,0.1,2015
12375,Resident Evil: Origins Collection,XOne,Capcom,Capcom,,,0.1,2016
12376,Ford Racing 3,DS,Empire Interactive,Visual Impact,5,,0.1,2005
12377,Persona Q2: New Cinema Labyrinth,3DS,Atlus,Atlus,,,0.1,2019
12378,Ice Age 2: The Meltdown,XB,Vivendi Games,Eurocom?ÿEntertainment?ÿSoftware,6.8,,0.1,2006
12379,Guilty Gear Isuka,PS2,Sammy Corporation,Arc System Works,7.2,,0.1,2004
12380,Shadow Master,PS,Sony Computer Entertainment,Hammerhead,4,,0.1,1997
12381,Global Touring Challenge: Africa,PS2,Majesco,Rage Software,,,0.1,2002
12382,Man vs. Wild,X360,Crave Entertainment,Scientifically Proven,,,0.1,2011
12383,Sword Art Online: Fatal Bullet,XOne,Namco Bandai Games,Dimps Corporation,7.2,7.2,0.1,2018
12384,Classic NES Series: Excitebike,GBA,Nintendo,Nintendo,6.4,,0.1,2004
12385,Young Justice: Legacy,PS3,Warner Bros. Interactive Entertainment,Freedom Factory Studios,4.8,,0.1,2013
12386,Tokimeki Memorial: Taisen Pazurudama,PS,Konami,Konami,,,0.1,1996
12387,The Legend of Heroes: Trails in the Sky,PSP,Xseed Games,Nihon Falcom Corporation,8.1,,0.1,2011
12388,Shantae and the Pirate's Curse,3DS,WayForward Technologies,WayForward Technologies,7.7,8.5,0.1,2016
12389,Heatseeker,Wii,Codemasters,IR Gurus,5.5,,0.1,2007
12390,MotoGP 2,XB,THQ,Climax Group,8.8,,0.1,2003
12391,Pro Yakyuu Famista DS,DS,Namco Bandai,Bandai Namco Games,,,0.1,2007
12392,Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero,GBA,Bandai,Banpresto,,,0.1,2003
12393,Emergency 2012,PC,THQ,Quadriga Games,,,0.1,2011
12394,PAC-MAN and the Ghostly Adventures,3DS,Namco Bandai Games,Inti Creates,,,0.1,2013
12395,National Geographic Challenge!,Wii,Ignition Entertainment,Gusto Games,,,0.1,2011
12396,Power Stone Collection,PSP,Capcom,Capcom,,,0.1,2006
12397,D??racin??,PS4,Sony Interactive Entertainment,From Software,,,0.1,2018
12398,Ninja Reflex,DS,Electronic Arts,Sanzaru Games,6,,0.1,2008
12399,Squinkies 2: Adventure Mall Surprize!,DS,Activision,Activision,,,0.1,2011
12400,Paws & Claws: Pet Vet,Wii,THQ,ValuSoft,,,0.1,2009
12401,Hyperdimension Idol Neptunia PP,PSV,Namco Bandai Games,Idea Factory,,,0.1,2014
12402,Ar tonelico: Melody of Elemia,PS2,Nippon Ichi Software,Gust,7,,0.1,2007
12403,Gundam Breaker,PSV,Namco Bandai Games,Bandai,,,0.1,2013
12404,NASCAR,PSP,EA Sports,EA Tiburon,7.2,,0.1,2006
12405,Sol Trigger,PSP,Image Epoch,Image Epoch,,,0.1,2012
12406,Darkest of Days,X360,Phantom EFX,8MonkeyLabs,4.6,,0.1,2009
12407,Kiniro no Corda 3,PSP,KOEI,Koei,,,0.1,2010
12408,Castlevania Double Pack,GBA,Konami,KCET,9,,0.1,2006
12409,Skylanders: Spyro's Adventure,PC,Activision,Toys for Bob,,,0.1,2011
12410,Ballistic: Ecks vs. Sever,GBA,BAM! Entertainment,Crawfish Interactive,7.3,,0.1,2002
12411,"Blast Works: Build, Trade, Destroy",Wii,Majesco,BudCat Creations,8.2,,0.1,2008
12412,Touch Detective,DS,Atlus,"BeeWorks Co., Ltd.",5.5,,0.1,2006
12413,Alvin and the Chipmunks: The Squeakquel,Wii,Majesco,ImaginEngine,,,0.1,2009
12414,Jikkyou Powerful Pro Yakyuu 11,GC,Konami,Diamond Head,,,0.1,2004
12415,Steel Battalion,XB,Capcom,"Capcom Production Studio 4 / Nude Maker Co., Ltd.",7.7,,0.1,2002
12416,Battlefield V,PC,Electronic Arts,EA DICE,8.1,2.8,0.1,2018
12417,Street Fighter Collection,PS,Capcom,Capcom,7,,0.1,1997
12418,Digimon Story: Super Xros Wars Blue/Red,DS,Namco Bandai,Namco Bandai Games,,,0.1,2011
12419,Rio,X360,THQ,TBA,,,0.1,2011
12420,Ultimate Marvel vs. Capcom 3,PS3,Capcom,Capcom,,,0.1,2011
12421,Tennis no Oji-Sama: Motto Gakuensai no Ouji-Sama - More Sweet Edition,DS,Konami,Silicon Studio,,,0.1,2010
12422,SNK vs. Capcom Card Fighters DS,DS,SNK Playmore,SNK Playmore Corporation,3.5,,0.1,2007
12423,MX SuperFly featuring Ricky Carmichael,XB,THQ,Pacific Coast Power & Light,,,0.1,2002
12424,Gokuhou!! Mecha Mote Iinchou: MM Town de Miracle Change!,DS,Konami,Konami,,,0.1,2009
12425,Medal of Honor: Vanguard,Wii,Electronic Arts,EA Los Angeles,,,0.1,2007
12426,Yooka-Laylee,XOne,Sold Out,Playtonic Games,7.3,9.3,0.1,2017
12427,Real Farm,XOne,Soedesco,Triangle Studios,,,0.1,2017
12428,Supremacy MMA,PSV,505 Games,Kung Fu Factory,,,0.1,2012
12429,MindJack,X360,Square Enix,FeelPlus,4.5,,0.1,2011
12430,Imagine: Reporter,DS,Ubisoft,Visual Impact,,,0.1,2010
12431,Code Lyoko: Quest for Infinity,Wii,Game Factory,Neko Entertainment,5.5,,0.1,2007
12432,Minority Report: Everybody Runs,XB,Activision,Treyarch,,,0.1,2002
12433,Kouchuu Ouja Mushi King: Super Collection,DS,Sega,Sega,,,0.1,2007
12434,Slime Rancher,XOne,Skybound Games,Monomi Park,,,0.1,2018
12435,thinkSMART,DS,Conspiracy Entertainment,Conspiracy Entertainment,,,0.1,2010
12436,Disney Planes Fire & Rescue,3DS,Disney Interactive Studios,Little Orbit,,,0.1,2014
12437,Lost Dimension,PSV,Atlus,Lancarse,7.2,7.8,0.1,2015
12438,Kung Fu Panda 2,PS3,THQ,THQ,3.5,,0.1,2011
12439,Shox,PS2,Electronic Arts,Electronic Arts,7.8,,0.09,2002
12440,Glory Days 2,DS,Secret Stash Games,Odenis Studio,8,,0.09,2007
12441,Nights of Azure 2,PS4,Tecmo Koei,Gust,,,0.09,2017
12442,The Technomancer,PS4,Focus Home Interactive,Spiders,6,6.7,0.09,2016
12443,Unou no Tatsujin: Soukai! Machigai Museum 2,DS,Namco Bandai,Bandai Namco Games,,,0.09,2007
12444,Playboy: The Mansion,XB,ARUSH Entertainment,Cyberlore Studios,6.9,,0.09,2005
12445,Neo Atlas,PS,ArtDink,Flip Flop Production,,,0.09,1998
12446,Disney's Aladdin in Nasira's Revenge,PS,Sony Computer Entertainment,Argonaut Games,,,0.09,2001
12447,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,GC,Activision,MagicWand,,,0.09,2005
12448,SingStar Guitar,PS3,Sony Computer Entertainment,SCEE London Studio,,,0.09,2010
12449,Summon Night 6: Lost Borders,PSV,Gaijinworks,Media.Vision,,,0.09,2017
12450,Winning Post 6,PS2,KOEI,Koei/Inis,,,0.09,2003
12451,Family Party: 30 Great Games,Wii,D3 Publisher,Tamsoft Corporation,6.3,,0.09,2008
12452,Nickelodeon Kart Racers,XOne,GameMill Entertainment,Solutions 2 Go,4.9,6.3,0.09,2018
12453,Whacked!,XB,Microsoft Game Studios,Presto Studios,6.6,,0.09,2002
12454,Barnyard,PS2,THQ,Blue Tongue,6.7,,0.09,2006
12455,Field & Stream: Total Outdoorsman Challenge,X360,505 Games,Beast Studios S.r.l.,,,0.09,2010
12456,Teenage Mutant Ninja Turtles: Mutants in Manhattan,X360,Activision,PlatinumGames,,,0.09,2016
12457,F.E.A.R. 2: Project Origin,PC,Warner Bros. Interactive,Monolith Productions,8.2,8.5,0.09,2009
12458,Pac-Man World 3,GC,Namco,Blitz Games,,,0.09,2005
12459,Galactic Taz Ball,DS,Warner Bros. Interactive,WayForward Technologies,,,0.09,2010
12460,Rocky,GC,Ubisoft,Steel Monkeys,7,,0.09,2002
12461,Crash 'N' Burn,XB,Eidos Interactive,Climax Group,,,0.09,2004
12462,Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama,DS,Mumbo Jumbo,EM Studios Limited,,,0.09,2009
12463,We Happy Few,XOne,Gearbox Software,Compulsion Games,6.4,5.3,0.09,2018
12464,Duke Nukem 3D: 20th Anniversary World Tour,XOne,Gearbox Software,Gearbox Software,,,0.09,2016
12465,NFL Blitz 20-02,XB,Midway Games,Point of View,8,,0.09,2002
12466,Metal Fight Beyblade,DS,Hudson Soft,Hudson Soft,,,0.09,2009
12467,Robots,XB,VU Games,Eurocom Entertainment Software,5,,0.09,2005
12468,Little League World Series Baseball 2008,Wii,Activision,Now Production,7.2,,0.09,2008
12469,Speed Kings,PS2,Acclaim Entertainment,Climax Entertainment,5.5,,0.09,2003
12470,Populous DS,DS,Xseed Games,Genki,7.1,,0.09,2008
12471,Raven Squad: Operation Hidden Dagger,X360,Evolved Games,Atomic Motion,,,0.09,2009
12472,Langrisser V: The End of Legend,SAT,NCS,Career Soft,,,0.09,1998
12473,Winter Stars,X360,Deep Silver,49Games,,,0.09,2011
12474,Everyday House Tamagotchi,3DS,Namco Bandai Games,Bandai Namco Games,,,0.09,2012
12475,PhotoKano,PSP,Kadokawa Shoten,Kadokawa Shoten,,,0.09,2012
12476,The Story of Noah's Ark,DS,SouthPeak Interactive,Razorback Developments,,,0.09,2010
12477,Fresh PreCure! Asobi Collection,DS,Namco Bandai,Bandai Namco Games,,,0.09,2009
12478,Populous: The Beginning,PS,Electronic Arts,Bullfrog Productions,7,,0.09,1999
12479,Dungeons,PC,Kalypso,Kalypso Media,6.5,4.6,0.09,2011
12480,Chess,PS,Agetec,Success,,,0.09,2001
12481,The Legend of Heroes: A Tear of Vermillion,PSP,Bandai,Microvision,6.9,,0.09,2005
12482,Rosco McQueen: Firefighter Extreme,PS,Psygnosis,Slippery Snake Studios,4.5,,0.09,1998
12483,Bladestorm: The Hundred Years' War,X360,KOEI,Omega Force,6.9,,0.09,2007
12484,Terranigma,SNES,Nintendo,Quintet,,,0.09,1996
12485,Arcania: Gothic 4,X360,JoWood Productions,Spellbound Entertainment AG,6.2,,0.09,2010
12486,Forever Kingdom,PS2,Agetec,From Software,7,,0.09,2002
12487,The Smurfs 2,PS3,Ubisoft,Way Forward,,,0.09,2013
12488,Blitz: Overtime,PSP,Midway Games,Midway Games,6.2,,0.09,2006
12489,Altered Beast: Guardian of the Realms,GBA,THQ,3d6 Games,6.5,,0.09,2002
12490,Shining Tears,PS2,Sega,Amusement Vision,6.1,,0.09,2005
12491,MotoGP,XB,THQ,Climax Group,,,0.09,2002
12492,Scaler,PS2,Global Star Software,Artificial?ÿMind?ÿ&?ÿMovement,8,,0.09,2004
12493,Big League Sports: Summer,Wii,Activision,Koolhaus Games,,,0.09,2009
12494,Gradius V,PS2,Konami,"Treasure Co., Ltd.",7.7,,0.09,2004
12495,X-COM: UFO Defense,PS,Microprose,MicroProse,9,,0.09,1995
12496,Nights of Azure,PS4,Tecmo Koei,Gust,6.7,7.2,0.09,2016
12497,Championship Foosball,Wii,505 Games,Del,3.5,,0.09,2008
12498,World Cup '98 France: Road to Win,SAT,Sega,Sega,,,0.09,1998
12499,MLB SlugFest 20-04,XB,Midway Games,Criterion Games,8,,0.09,2003
12500,Wordmaster,DS,"Destination Software, Inc",,5.8,,0.09,2008
12501,Barbie and the Magic of Pegasus,GBA,Vivendi Games,VU Games,,,0.09,2005
12502,Rygar: The Battle of Argus,Wii,Tecmo,Tecmo,6.1,,0.09,2009
12503,Backyard Sports: Sandlot Sluggers,X360,Atari,Atari Games,,,0.09,2010
12504,Inazuma Eleven 3: Lighting Bolt / Bomb Blast,3DS,Nintendo,Level 5,,,0.09,2013
12505,Retro Game Challenge (US sales),DS,Xseed Games,Bandai Namco Games,,,0.09,2009
12506,SD Gundam G Generation DS,DS,Bandai,Vanguard,,,0.09,2005
12507,Atari Classics Evolved,PSP,Atari,Stainless Games,,,0.09,2007
12508,Bleach: Heat the Soul,PSP,Sony Computer Entertainment,Eighting,,,0.09,2005
12509,Harvest Moon: Skytree Village,3DS,Natsume,Natsume,5,6.5,0.09,2016
12510,Psychonauts,PS2,Majesco,Double Fine Productions,8.6,,0.09,2005
12511,World Stadium 5,PS,Namco,Namco,,,0.09,2001
12512,Taiko no Tatsujin: Drum Session!,PS4,Namco Bandai Games,Namco Bandai Games,,,0.09,2017
12513,ESPN NBA 2Night,PS2,Konami,Konami Computer Entertainment Osaka,6.4,,0.09,2001
12514,Uta no Prince-Sama: Debut,PSP,Broccoli,Nippon Ichi Software,,,0.09,2012
12515,Ford Mustang: The Legend Lives,XB,2K Games,Eutechnyx,,,0.09,2005
12516,Freekstyle,GC,EA Sports BIG,Page 44 Studios,8.2,,0.09,2002
12517,Monopoly Collection,Wii,Electronic Arts,Electronic Arts,,,0.09,2011
12518,Virtua Fighter CG Portrait Series Vol.3: Akira Yuki,SAT,Sega,Sega-AM2,,,0.09,1995
12519,Digimon Rumble Arena 2,PS2,Bandai,Black Ship Games,7,,0.09,2004
12520,Dora the Explorer: Dora Saves the Crystal Kingdom,PS2,2K Play,Take-Two Interactive,,,0.09,2009
12521,Dance on Broadway,PS3,Ubisoft,Longtail Studios,,,0.09,2011
12522,Learn Chess,DS,DreamCatcher Interactive,Dreamcatcher,,,0.09,2009
12523,Shockwave Assault,PS,Crystal Dynamics,Paradox Development,4,,0.09,1995
12524,Red Faction: Guerrilla Re-Mars-tered,PS4,THQ Nordic,Volition,7,5,0.09,2018
12525,Nobunaga's Ambition: Sphere of Influence - Ascension,PS4,Tecmo Koei,Koei Tecmo Games,7.4,6.7,0.09,2016
12526,Ribbit King,PS2,Bandai,Bandai,,,0.09,2004
12527,Scooby-Doo! Who's Watching Who?,DS,THQ,THQ,7,,0.09,2006
12528,Space Invaders Extreme,PSP,Square Enix,"GULTI co.,ltd.",8.2,,0.09,2008
12529,Alien Hominid,GC,O3 Entertainment,The Behemoth,8.3,,0.09,2004
12530,World Championship Poker 2: Featuring Howard Lederer,XB,Crave Entertainment,Point of View,7,,0.09,2005
12531,Ultimate Mortal Kombat,DS,Midway Games,Other Ocean Interactive,7.3,,0.09,2007
12532,Rapala Pro Bass Fishing 2010,PSP,Activision,FUN Labs,,,0.09,2010
12533,Pro Yakyuu Greatest Nine 98,SAT,Sega,Nextech,,,0.09,1998
12534,Snood 2: On Vacation,DS,DSI Games,Gravity-I,4.5,,0.09,2005
12535,Carnival Games: Wild West 3D,3DS,2K Play,Cat Daddy Games,,,0.09,2011
12536,Ninja Gaiden Black,XB,Tecmo,Team Ninja,9.5,,0.09,2005
12537,Bogey: Dead 6,PS,Sony Computer Entertainment,Pegasus Japan,,,0.09,1996
12538,Hakuouki: Zuisouroku Portable,PSP,Idea Factory,Idea Factory,,,0.09,2010
12539,NCAA March Madness 08,PS3,EA Sports,EA Canada,6.9,,0.09,2007
12540,Puyo Pop Fever (JP sales),DS,Atlus,Sega,,,0.09,2005
12541,Dragon Ball Kai: Ultimate Butouden,DS,Namco Bandai,Namco Bandai Games,,,0.09,2011
12542,InuYasha: Secret of the Divine Jewel,DS,Namco Bandai,Art,,,0.09,2007
12543,Yu-Gi-Oh! GX: The Beginning of Destiny (US sales),PS2,Konami,Konami,,,0.09,2008
12544,Grand Ages: Medieval,PS4,Kalypso Media,Gaming Minds Studios,6.4,6.5,0.09,2015
12545,I Love Puppies,DS,Destineer,LvivMedia,,,0.09,2010
12546,Shin Megami Tensei,PS,Atlus,Atlus Co.,,,0.09,2001
12547,Driver: Renegade,3DS,Ubisoft,Ubisoft,3.5,4.9,0.09,2011
12548,Trivial Pursuit unhinged,XB,Atari,Artech Studios,,,0.09,2004
12549,Beowulf: The Game,PSP,Ubisoft,Ubisoft,,,0.09,2007
12550,Green Lantern: Rise of the Manhunters,Wii,Warner Bros. Interactive,Griptonite Games,5.5,,0.09,2011
12551,Truth or Lies,PS3,THQ,Big Ant Studios,4,,0.09,2010
12552,The Revenge of Shinobi,GBA,THQ,3d6 Games,,,0.09,2002
12553,Samurai Shodown Anthology,PSP,SNK Playmore,SNK Playmore Corporation,4.8,,0.09,2009
12554,Mind Quiz,PSP,Ubisoft,Sega,4.6,,0.09,2006
12555,Bloody Roar 4,PS2,Hudson Soft,Eighting/Raizing,6,,0.09,2003
12556,Let's Ride! Silver Buckle Stables,PS2,THQ,Coresoft,5.5,,0.09,2006
12557,Cabela's Big Game Hunter,GBA,10TACLE Studios,ImageBuilder Software,,,0.09,2002
12558,I-Ninja,GC,Namco,Argonaut Games,7.2,,0.09,2003
12559,Earth Defense Force 2: Invaders from Planet Space,PSV,Xseed Games,Sandlot,,,0.09,2015
12560,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS2,Konami,Konami,,,0.09,2010
12561,Alvin and the Chipmunks: Chipwrecked,Wii,Majesco,Behaviour Interactive,,,0.09,2011
12562,Dragon Tales: Dragon Seek,PS,NewKidCo,Zed Two Limited,,,0.09,2000
12563,Age of Empires II: The Age of Kings,PC,Microsoft,Ensemble Studios,9.3,,0.09,1999
12564,Burnout Paradise: The Ultimate Box,PC,Electronic Arts,Criterion Games,8.4,,0.09,2009
12565,Yourself Fitness,XB,responDESIGN,"responDESIGN, Inc.",,,0.09,2004
12566,Tak: The Great Juju Challenge,DS,THQ,Avalanche Software,6.2,,0.09,2005
12567,Jimmie Johnson's Anything With an Engine,X360,Konami,Isopod Labs,7.3,,0.09,2011
12568,Generator Rex: Agent of Providence,Wii,Activision,Virtuos,,,0.09,2011
12569,Angry Birds: Star Wars,PSV,Activision,Exient Entertainment,,,0.09,2013
12570,echochrome,PSP,Sony Computer Entertainment,SCE Japan Studio,7.6,,0.09,2008
12571,Yaiba: Ninja Gaiden Z,PS3,Tecmo Koei,Unknown,,,0.09,2014
12572,Halo 2,PC,Microsoft Game Studios,Hired Gun,6.9,,0.09,2007
12573,NHL 2K8,PS3,2K Sports,Kush Games,8,,0.09,2007
12574,MotoGP 14,X360,Namco Bandai Games,Milestone S.r.l.,,,0.09,2014
12575,Resident Evil Chronicles HD,PS3,Capcom,Capcom,,,0.09,2012
12576,Return Fire,PS,Time Warner Interactive,Silent Software Inc.,7,,0.09,1996
12577,Wild ARMs: Alter Code F,PS2,Agetec,Media.Vision,7.2,,0.09,2005
12578,Bomberman Max 2: Blue Advance,GBA,Majesco,Hudson Soft,7.3,,0.09,2002
12579,Angry Birds: Rio,PC,Focus Home Interactive,Rovio Mobile,,,0.09,2011
12580,Castlevania: Lords of Shadow 2,X360,Konami Digital Entertainment,Mercury Steam,,,0.09,2014
12581,Digimon All-Star Rumble,PS3,Namco Bandai Games,PROPE,,,0.09,2014
12582,Singstar: Ultimate Party,PS3,Sony Computer Entertainment Europe,London Studios,,,0.09,2014
12583,Kawasaki Quad Bikes,Wii,Destineer,Data Design Interactive,2,,0.09,2007
12584,Alien Monster Bowling League,Wii,Destineer,Perpetual FX Creative,,,0.09,2009
